,row_id,file_hash,raw_sha,count,url,mod_file,type,subtype_confidence,ask_robert,annotated,Robert reviewed,notes_free_text,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,subtype_num,original_subtype_label
4080,190,cbcfc426b037e7f562860b731d3dd0aefbfa7bbc68f6abe0e1ccb694ac327409,10c89e77527a375cf8f5f7af63683f18c4a43a8fdd6d188dc5c6309aeb851fd1,1,https://modeldb.science/105385?tab=2&file=gp/mod/kv4_gp.mod,,I K,3 - Highly confident,n,y,,assume Kv4 -> IA transient,,,,,subtype_4,
4081,191,3ac41211d787e49f4dedb9b623dfbcce017e71426f6cb2d10edebfeb41846a78,a4190aa1396265e2876856c76dc2871731acbea7b8b482d25c57b520601b8401,5,https://modeldb.science/139883?tab=2&file=ReConv/GRC_KIR.mod,"Cerebellum Granule Cell Model ,         Kir channel",I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4082,192,b190e27bfc71bdf9a00c7cbf5086e8fa4b5c0bf48c36a905c94d89758ab05a51,c6bd3b61c24f1f6aa0bab6beedd3b4837d3b88c794500b7f87085f026330c3d7,1,https://modeldb.science/50997?tab=2&file=Ribbon/capump.mod,"Ribbon Synapse (Sikora et al 2005 Internal calcium concentration calculated in response to a calcium current calculated elsewhere,",Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4083,193,716c781806cc766f168677b22e03a299ebfb5574ee014934d239434c4a2194ca,b3bbdd4f89be54c34eee38ddca0df372a398bd7ae306b239f9198abb91d8ae70,1,https://modeldb.science/258854?tab=2&file=LCNhippomodel/LCNhm-channelmods/iCaLd.mod,Dendritic L-type calcium channel with low threshold for activation,I Ca,3 - Highly confident,n,y,,        minf = 1.0 / (1.0 + exp((v+37.0)/(-1.0)))         : Ca activation ,,,,,subtype_4,
4084,194,025910eeaa92d979280102258a8f6421a575bae573b211ffee30323c66633ab3,1c4ec22727a8f0f22abce12439dca3ed40d5a6fc1313fdd5335d17f9ed0c96cb,1,https://modeldb.science/232023?tab=2&file=cerebellar_granular_network/mechanisms/Golgi_CL/Golgi_KA.mod,Cerebellum Golgi Cell Model         KA channel,I K,3 - Highly confident,n,y,,assume Ka -> transient Robert: agree,,,,,subtype_4,
4085,195,5001d1a383df1b5eb7497484cd1745c72ff9b9c43019c8b5fc0948cb0496ec83,0d21f87d8e85271470e010dd1931b533de5e2fd6a3fb0832b27ba4a629fafa4f,2,https://modeldb.science/144376?tab=2&file=Skolnik_python_WinogradEtAl2008/HH2.mod,Hippocampal HH channels,I Multi,3 - Highly confident,n,y,,IC changed from other 2025-05-11,,,,,subtype_4,
4086,196,52b7ca801e6c9d7a42aea70f573de1081627cc40073a4d26c3f54f59dd93a975,3e2bcefbe83ea52b18ab4ff84963c2b3450393d60468a06fe04e116789b9a6d9,1,https://modeldb.science/244416?tab=2&file=CombeEtAl2018/na3notrunk.mod,na3: Na current ,I Na,3 - Highly confident,n,y,,has s gate,,,,,subtype_4,
4087,197,af55b8909667975eed6b8d4dde67d6e87ae65a45789c328a1bc2b7ac40ef238d,66db6cc03b8e6d5a9adb0f6067ea9a1a748794c43ae6bcf70739f227d3a87a87,1,https://modeldb.science/141063?tab=2&file=HBplusIh/ih.mod,Simplyfied model of h-current,I H,3 - Highly confident,n,y,,,,,,,subtype_4,
4088,198,698d812525be1dede73d3bec4c07acde285c5208b9dae1216977d14ec7fce091,5262238f8c97d15df518c36a5720a5a2f5d2dcd638c6fb98c358bd8841732712,1,https://modeldb.science/168148?tab=2&file=stadler2014_layerV/kadist.mod,K-A channel from Klee Ficker and Heinemann,I K,3 - Highly confident,n,y,,2025-05-24: IC Updated to A-type transient,,,,,subtype_4,
4089,199,cb825f4c852cd1f5c8855203f6dfc34a658b96ddf4b641ed92f8240f5435c78d,c31c2ec035c3cc8450c5e01894a90304dd85d8cbf41933f42921c3fcfbc70ee4,3,https://modeldb.science/112685?tab=2&file=Golgi_cell/Golgi_KM.mod,Cerebellum Golgi Cell Model,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4090,200,91850f5c3855470426e8978ad1f59b93a9258263d3f8ac0b9edce5e4ae6c411e,6c17e10750213456ac5688ee6bab96d10a62ecc922bc1cbfc0bde1c13f3d9f5b,1,https://modeldb.science/267221?tab=2&file=bilash_2022/_codes/mechanisms/kad.mod, A-type K+ channel,I K,3 - Highly confident,n,y,,2025-05-24: IC Updated to A-type transient,,,,,subtype_4,
4091,201,c60aaf1d505309f010f3a97d7d9774f0d72cddc971003ce9506b3fd18b0282e1,8fe06eb6d15b5ae09e00161101ec4096c1be534501d335414602f5a91c18bfaf,1,https://modeldb.science/266782?tab=2&file=nociception_modeling/mod/slowATP.mod,slow ATP diffusion,Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4092,202,2a759681791e329a713e7a2f939c0a31c21af5b4015056d17436a44db6c4c7fa,a28dcbde9ef464ff4382710df3084ecbcf3b28f9d079cf5ee562f43ee2215f46,1,https://modeldb.science/148094?tab=2&file=kv72-R213QW-mutations/cad.mod,decay of internal calcium concentration,Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4093,203,93e2077ddac108534a293d556b63aabc90f913734f13422b7b61399efede24b3,23a33207aa8a7b102ab98b4ac9c13eff30e0814654add44703843038c6e06402,7,https://modeldb.science/237595?tab=2&file=TzilivakiEtal_FSBCs_model/Multicompartmental_Biophysical_models/mechanism/x86_64/catcb.mod, t-type calcium channel with high threshold for activation,Exclude,3 - Highly confident,n,y,,"Note even though this is a I Ca (T-type LT), will exclude because its an x86 file",,,,,subtype_4,
4094,204,9ff03eae3bcd1e6e10b98a13d97ef1a11fbf7fe59486986c76381ca548eb8e1e,4228be2f981811b9a5a905f1bbbdc662e94be209b50dfb37e1f6228ecb6ed955,1,https://modeldb.science/207695?tab=2&file=aob_bursts_integration/channels/CAn.mod,"n-calcium channel, n-type-like voltage gated calcium channel",I Ca,3 - Highly confident,n,y,,updated 8/9: to N-Type,,,,,subtype_4,
4095,205,385a783b6e29491cf0bf64cdb4897aa264c679b77eeac72800a932622b3d50dc,a9c6e3bda7193f2febc8f3f84750aff09e31de3c1947e3cd45d9d73ee24304fd,2,https://modeldb.science/235769?tab=2&file=Kim2017/fig6/syn_ramp.mod,    Point process for generation of ascending and descending variation in synaptic conductance over time.,Neither,3 - Highly confident,n,y,,Update 8/9: Changed from Neither Clamp to Neither Localalized Reactions,,,,,subtype_4,
4096,206,3643c1238ad48f995c13885163fb3297fd6ad5c086e525294667195c69db4ec2,ed530f72ab07d05c0ee8ed84b16b82974c423ce9aca9b9db08d8e0f3894aadb2,1,https://modeldb.science/38229?tab=2&file=nacaexch.mod,,Exclude,3 - Highly confident,n,y,,,,,,,subtype_4,
4097,207,112ed1730fafa3e6783bb9a5f5af929d23301c4c3898b95fe77dbbc0ed161862,1c0d6dd548c91c4fda291a4e074311825dd308917472f244aba79e5299f93979,4,https://modeldb.science/143719?tab=2&file=Ca1_Bianchi/experiment/cat.mod,T-calcium channel,I Ca,3 - Highly confident,n,y,,complicated to extract activation,,,,,subtype_4,
4098,208,db2dd418da48195d3e14636d976ddd029e5fa0bbdff4b31ad3277b8b55d35b16,8ca545fea2b3d8581c46f4a75abe958c824f2f57636c574e9b839777dbeb39d5,1,https://modeldb.science/3800?tab=2&file=cardiac1998/ito.mod,Cardiac Ito  current,I K,2 - Mildly confident,n,y,,8/9: updated confidence. A-type,,,,,subtype_4,
4099,209,2554ee93ca37769bced68118b142e6d4360c7775989282083a772dcad7fe22b4,8ab51bf374ce5041c03f987e2a5f78e85aeae84639b291a1e40e136c1bf7e54d,1,https://modeldb.science/143072?tab=2&file=CogganEtAl2011/NEURONcode/naaccum2.mod,Sodium ion accumulation,Neither,3 - Highly confident,n,y,,"If there is a sodium current, sodium are moving from outside to inside, sodium concentration on the outside/inside changing. Someone is changing na_o based on the current. HH didn't care about sodium concentration it was a fixed number. In healthy cells, pumps supposed to undo these changes (breaks down in unhealthy cells - stroke). Also GIANT axon, 5 microns across, takes a lot of current. This is wierd because its changing the OUTSIDE. Frankenhauser - in the immediate vicinity - not a lot. Local area where the sodium concentration can change because it is not directly touching.",,,,,subtype_4,
4100,210,2423789fbe624d225afac28eb11b7a340741f59d57a3d503537a2820f1901a23,027b5198fe15d5fc831231a75d600dabaf91a180ad99350d36a83dbda56fd7a2,1,https://modeldb.science/136715?tab=2&file=FleidervishEtAl2010/MechanismsVer7.1/hh_Cs_scaled.mod,"hh_Cs_scaled.mod   squid sodium, potassium, and leak channels",I Multi,3 - Highly confident,n,y,,IC changed from other 2025-05-11,,,,,subtype_4,
4101,211,1a3f36fe4c4ecfbb84a8240305bdaa02a8cea5b31fb0626a56b9ebf2f2757d93,e57efc4ed4c3a61f900e01d8a9452510833b15439c97a836b29a918e11b9eb73,1,https://modeldb.science/18198?tab=2&file=SYN_NEW/release.mod,transmitter release,Neither,2 - Mildly confident,n,y,,8/9: updated confidence,,,,,subtype_4,
4102,212,8333951e3c8cfcdce8280619f68f74a8e8de4db350204b80479f24d7fc38c06e,79234c5638ceacf0055d77c1325cbf98dcfb1e510e633f04e38ef642d1406db4,2,https://modeldb.science/123927?tab=2&file=Wimmer-et-al2009/NapIn.mod,nap,I Na,3 - Highly confident,n,y,,,,,,,subtype_4,
4103,213,38bfc3947d6029961f63d975926ce9966b0e117ac0128596f99e36353f279b9f,77f10869d8b9de34686c0bd62274ef6382a7183df979b841bc07f0302b5a67ff,2,https://modeldb.science/150556?tab=2&file=BiddellJohnson2013/KAsm.mod,A Slow A-type Potassium current,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4104,214,005b1d6bb412cba09e56927d56ff1386389d027f81abeb6ae94934f71c21a474,e8c96e86ad06b53b4dd6cb31069fa08d690ab911babbaacd8ea00e6a1526aabc,2,https://modeldb.science/153574?tab=2&file=olfactory-bulb-gilra-bhalla/channels/neuron_channels/kca3.mod,Calcium dependent potassium channel,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4105,215,aec23cd9b58c8b80eafae737724ab6303aa80ee6a780e0fc98138dc05d866b61,f5c3d45802dd0fa4d6cab7babf8dfc7df7a9b1919ef01d8e3e1a7afe765fa3af,1,https://modeldb.science/144589?tab=2&file=BerzThetaGamm2013/xtra.mod,Modulation of hippocampal rhythms by electric fields and network topology (Berzhanskaya et al. 2013),Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4106,216,0d03ed905639ba7982b04cf68c246c8412ae06ac44f09a8f30212858493f1200,5cbd289c6e6a7f3e0a0a4108acf7dcbf0be9a52740be47abe66649455cc86bb5,1,https://modeldb.science/244679?tab=2&file=luizapurkinje/kdr1.mod,Delayed rectifire,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4107,217,6c44f829895203330be30d70fb8d965f2bea2303699ab575d9248643437beaa5,2221800fbac7f388d20adb13eaa856db1df8bb4d3c2184a891f859f2ecc29c5d,1,https://modeldb.science/3807?tab=2&file=baccus98_r3/gkca.mod,gkca.mod   ,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4108,218,2be8417c92d88f8e67a4078a56c6dbcb015fd8d1543065bcfdc01364516f955e,b8282db232b9d3ab399e48936e0819a0bf8029e0c59419e740940fc99e199017,1,https://modeldb.science/266498?tab=2&file=PelotEtAl_JNP_2020_Models/MultiCompartmentModels/Mod/NaCX.mod,: Sodium Calcium Exchanger,I Other,3 - Highly confident,n,y,,,,,,,subtype_4,
4109,219,6f8729a7e2a4e06ce24f3f129f84ca2160cbed0ca2966f36534e4499d10e570a,2240dcf212482e75e57e3f8f131f1077d599200a90e346ca4a1a7a7098ffa526,1,https://modeldb.science/267103?tab=2&file=%20LUTsyn_demo_files2/exp2syn_v2.mod,"Look-Up Table Synapse (LUTsyn) models for AMPA and NMDA (Pham et al., 2021)",R Multi,3 - Highly confident,n,y,,contains a mix,,,,,subtype_4,
4110,220,caca8a730d0dc641e1e261e82f72630d1f399f045efdf0da96c5fe066943a7dd,fa4c57b1890a6d6c1fbcebe4f49a6d68abb608f5dbb9277557efa14ea2605ca1,1,https://modeldb.science/194897?tab=2&file=Dura-BernalEtAl2017/izhi2007.mod,"A ""simple"" implementation of the Izhikevich neuron with AMPA, NMDA,
GABA_A, and GABA_B receptor dynamics",R Multi,3 - Highly confident,n,y,,8/9: updated confidence,,,,,subtype_4,R GABA (type b)
4111,221,d235ff7f239ae89dafa2e8dbaba25052d628f3c96ef67ff22dd6e6e084181c4a,f942ed9cd2be6ff6415f311a0d4dc326091eb821812c84393b2da0be127c3769,1,https://modeldb.science/139657?tab=2&file=Kopp-Scheinpflug2011/sjg_na.mod,sjg_na.mod  The low threshold conductance of cochlear nucleus neurons,I Na,3 - Highly confident,n,y,,has both fast and slow,,,,,subtype_4,
4112,222,ea08fbe20fe982e7627669adaeca1244416dcc3e6c5b7e9a78081c899ad3b3e7,279c5c6cbcef8ef810083c0ebda063f5c62874a7b013f9a1bde257708329f168,1,https://modeldb.science/262115?tab=2&file=demo_destexhe-pare-1999/INa_traub_shifted.mod,Sodium channels,I Na,3 - Highly confident,n,y,,has 2 gates,,,,,subtype_4,
4113,223,3954d26324d0a7d3dfd161b16fb18dbc4c48b01b40857872b17ff41e898401cb,767066553ad41d4f6c1082023687529b6bbca152f1770aa8a75d676c7f3aaf1c,1,https://modeldb.science/62673?tab=2&file=na2006/mcna1e.mod,Two-closed one-open state sodium channel model ,I Na,2 - Mildly confident,n,y,,8/9: Updated to NA General.,,,,,subtype_4,
4114,224,008a0a70ea5e405a87ddf39f61480d55d4335f1602be2c9bb0d32af6eff95dd4,c0881c1f478059fa7192c6b33e384a7af2eea420fe86b53c275fd430e0178370,1,https://modeldb.science/169240?tab=2&file=DGC/Aradi_Ca.mod,": Ca channels (T,N,L-type)",I Multi,3 - Highly confident,n,y,,complicated to extract activation,,,,,subtype_4,
4115,225,4dd06ec6c383346730d0a82572828975574e6e221d2e56a965b6748f63efe7d9,dcd4272c7df632afaf4a83d43d327c8b59176d666925c50d15349932e031dfc0,2,https://modeldb.science/206364?tab=2&file=BuchinEtAl2016ISR/deShutter-Bower/DSB94_play/NaP.mod,Persistent sodium current,I Na,3 - Highly confident,n,y,,,,,,,subtype_4,
4116,226,8261679b54d1539a74ba45619cc7ac3b1fa8de0148b85126a94af1a5d709f68e,b116f4a074ef2371eae5226812651b22652867513316bead5f1e12538dcf0b7c,1,https://modeldb.science/94321?tab=2&file=chain_1d/mechanisms/Isin.mod,"SIN current,     Sinusoidal current model for membrane impedance analysis",Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4117,227,d0f61ec430f8db7f5f2e71cad46e03d5e4d308f94362d3159d02f6f105ef3b47,ec5d9502d8882a9c26f3a31ca4e08d65ab7b6f893a262a7c5379ca57ea50ac06,2,https://modeldb.science/140249?tab=2&file=dLGN_modelDB/Ican.mod,Slow Ca-dependent cation current,I Other,3 - Highly confident,n,y,,,,,,,subtype_4,
4118,228,b118cee7594c640924488b31277c24f920aa36b3970c688d0eeb97d5cffd4a26,b118cee7594c640924488b31277c24f920aa36b3970c688d0eeb97d5cffd4a26,1,https://modeldb.science/249705?tab=2&file=plateau-potentials/mod/x86_64/gabaa.mod,,Exclude,3 - Highly confident,n,y,,,,,,,subtype_4,
4119,229,e6f30c1ab81877b31798b702f77122d0d20ffc2904976c813ae7181a37ed765e,b4ace9b7841c874226a6d89d5018328bcfde676740d079653ccf917d7b376bf6,1,https://modeldb.science/53965?tab=2&file=zippedModels/Cav32_WT/IT2.mod,Low threshold calcium current,I Ca,3 - Highly confident,n,y,,	m_inf = 1.0 / ( 1 + exp(-(v+shift+54.8)/7.4) ),,,,,subtype_4,
4120,230,81b2e134c367b00016bd46222c6e0b2bb7ffbd269487b3af343e7c077285d429,ae2b09f02de01b3e77b58b1f533036543edb7ec9c304cabc795b4c19a140a0f9,10,https://modeldb.science/2014816?tab=2&file=files_model_2014816/kca.mod,Slow Ca-dependent potassium current,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4121,231,6e512d970f0210d97e296c3716a0acaac24bb1517492641056e77c20f81729a5,941bb2378649b1f57d302f0bd8d48a3961d95e33764a556574ce49b21e951e29,9,https://modeldb.science/187603?tab=2&file=WilmesEtAl2016/mod_files/sca.mod,"ca.mod
Uses fixed eca instead of GHK eqn",I Ca,3 - Highly confident,n,y,,complex,,,,,subtype_4,
4122,232,094ee47610260e6a852dd8748d06882d8bf2bacc1108cacf56560afcdca21cfc,bbf17d988b4874ac1677f0bdcfcfec6deed2c907ad84bf3b3419eef9b52831ef,1,https://modeldb.science/167772?tab=2&file=DAcomparison/HH/Neuron/hhRef.mod,"hh.mod   squid sodium, potassium, and leak channels",I Multi,3 - Highly confident,n,y,,IC changed from other 2025-05-11,,,,,subtype_4,
4123,233,a83407aaeb7bd65813e404f9c2ab358065128eb92f23f22cfbe0faf235f76571,e1fb33e9d9ccec0f0fe834bbd733cb638f25b5aa655b5323d3b96edfd16e7e21,4,https://modeldb.science/257028?tab=2&file=ZhangSantaniello2019/CCTC_model_scaleup/modfiles/noisycurrent.mod,Membrane noise,I Other,1 - Not confident at all,y,y,,"8/9: I N is not NONSPECIFIC, not sure what to do here",,,,,subtype_4,
4124,234,a9be8f27094db233382d6fbff99e9bedf102c671913cbdc96eb90c8a584cc322,db11b5107ae24c0d3b825be4a4a085be4443c476a0dc91a50fdfe46e2f17e4a3,1,https://modeldb.science/144490?tab=2&file=bpap/kaprox.mod,K-A channel from Klee Ficker and Heinemann,I K,3 - Highly confident,n,y,,2025-05-24: IC Updated to A-type transient,,,,,subtype_4,
4125,235,0723aec70bceb844e88dba3f367be66ca987368fb6fc77bfcfd8a4f5fc80f51c,64de2597bc2f6bdddc6f5ab3baf90930268dd2b1e182eba1293cf8b355b0a1ab,1,https://modeldb.science/37819?tab=2&file=thal_aug_resp/cadecay.mod,Fast mechanism for submembranal Ca++ concentration (cai),Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4126,236,db0fe5c8186dc4d0f51fa7c9472e9559d0718602099511ac4f25bb1289d9f6e8,053c9258783c451466ee58493b2e367f2a901a3344982f907771ad62b30c9efa,4,https://modeldb.science/17664?tab=2&file=prknj/Leak.mod,Leak current,I Other,2 - Mildly confident,n,y,,leak,,,,,subtype_4,
4127,237,f52d652b4bec9675bf2192f15d98a4170edbf1c2465972c21db889908a1f4db4,62ed5c4b64e7b34fa378379b2ae03be951f75420513674edbea3f79b94c68edf,5,https://modeldb.science/239421?tab=2&file=Purkinjecell_2017/mod_files/Cav3_2.mod,Low threshold calcium current,I Ca,3 - Highly confident,n,y,,	m_inf = 1.0 / ( 1 + exp(-(v+shift+54.8)/7.4) ),,,,,subtype_4,
4128,238,6ac93cad1612291057d174be7daa73a45d8351696959888c3ebba2a655a64ade,ece27c7694ae0a909666ae823652d4abaf4a7be7e543b4ec17262b9bf8b19e9e,1,https://modeldb.science/120910?tab=2&file=ElectricallycoupledRetziusneurons/gkcadend.mod,gkcadend.mod,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4129,239,522eb562334a3ebe35714be692fd69954681a0cad7dd1c8e5c12fa292b2de7f6,f76b36c3f4d94a3ae646478a1c93a0092c6a3dd3a916c3e2aae1db79c85de586,2,https://modeldb.science/223649?tab=2&file=AlturkiEtAl2016/3_Mitral/Original/kO.mod,Ohmic K Current,I K,2 - Mildly confident,n,y,,,,,,,subtype_4,
4130,240,71469d93159f5e669b6ac664db34f9e9c827592138d46db8e4c4f7dda9aebdef,07b915a7d853ba11fccb4e683e5bad694d21843073a42e4598b5a706b81af94e,1,https://modeldb.science/206267?tab=2&file=GrC_FHF_ModelDB/GRC_NA.mod,"Cerebellum Granule Cell Model, with Long-Term Inactivation States L3,L4,L5,L6. and Vshift = -10mV",I Multi,3 - Highly confident,n,y,,"8/9: Updated confidence. Exclude mixed subtypes that incliuudes transient persistent, and resurgent types",,,,,subtype_4,
4131,241,d881badca50f6bedf4f1256e8a2509859e840a1fbbf170b5f49a7a713279ac30,2009c21643dce43588569187ecd7a36c4ac85100cd54338ef80698fb12353fe4,5,https://modeldb.science/143719?tab=2&file=Ca1_Bianchi/experiment/nap.mod,Na persistent channel,I Na,3 - Highly confident,n,y,,,,,,,subtype_4,
4132,242,128082167b13809d60218d17079efaf94ded70abecd71db32ee535ee86c90cb6,40ab850845110643a20d498c8293b39d0380c435176ad956322db839e885a30c,1,https://modeldb.science/148253?tab=2&file=Chloride_Model/cldif2.mod,Chloride accumulation and diffusion with chloride pump (Lineweaver-Burke equation) and chloride leak,Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4133,243,83148f979fec8a1d506d1793f4a471f8cd59a9125e795b2a3e965784446a0c34,a7647673907dcead097f261ef89b1368ae48256737d8476c5f54213f1017906f,1,https://modeldb.science/232023?tab=2&file=cerebellar_granular_network/mechanisms/Granule_CL/GRANULE_KCA.mod,"Cerebellum Granule Cell Model,         KCa channel",I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4134,244,27a3fd732531c3c0ee1b36df861f717ee3430c7d126a28bd8475f03f67a3f5a6,8e346e27dec412daefd2dd71a215a5c121218ad72835ec0ffd92dd7a6ac1bc1f,2,https://modeldb.science/146949?tab=2&file=src/staley.mod,Motor cortex microcircuit simulation based on brain activity mapping (Chadderdon et al. 2014) ,Neither,3 - Highly confident,n,y,,,,,,,subtype_4,
4135,245,d0a8246893db3ddb688d0d9af817f887f2cbed225dec1955e97c6b29b9ee088b,527f18270691e6c5ee81c8eb8726118cadcca9cd5b6c2e1581c85fc9ba0b6a08,1,https://modeldb.science/241240?tab=2&file=holmes_vestibular_afferent/Kv7M.mod,KM Kv7 KCNQ channel,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4136,246,b3b5f0c43d2b2649621880863912f53660bb103e51b4800e4af448505c41e2e0,5b8d0a0d8abc74b275633c226df548ea67fcb33b50ca8dcbc9607b9ae05fac26,1,https://modeldb.science/230811?tab=2&file=PapoutsiEtAl2017/mod_files/cad.mod,decay of internal calcium concentration,Exclude,3 - Highly confident,n,y,,,,,,,subtype_4,
4137,247,3f7b39e25faded6d84c6750d5661b6b70694533b75ccb6f1d45a22b1c76fdae1,da4824ad54081e2cc5d93e4a634cd41879c6b813bd519c0ccc91b1ac7f7c25be,1,https://modeldb.science/241240?tab=2&file=holmes_vestibular_afferent/ribbon1.mod,Ribbon synapse version 1,Receptor,1 - Not confident at all,y,y,,8/9: Still not sure whether receptor ,,,,,subtype_4,
4138,248,4087a27a6d6f09115499a5afc1d45e456c72b48018ba87847a0feacf06ac15c9,1192434a587611610963f465105fb4b53036d19d14b1178bac7c2660a9f77871,1,https://modeldb.science/237653?tab=2&file=Beskow/naf.mod,Fast transient sodium current,I Na,3 - Highly confident,n,y,,,,,,,subtype_4,
4139,249,0deea947e8ea7cec2185523851c4cb4a2e3c3554da3278b0fa487835dc392cb7,7e6c711bbdcdfd5ce1470d54073c938aaf07c7c851b55af02e13828e6428bcb8,1,https://modeldb.science/64228?tab=2&file=Liu-Kourennyi_2004/Kca.mod,:Calcium Activated Potassium Channels,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4140,250,61e478ef133f92c85ba69ddb71ad54b6f3e409a022efac9bec2253a52635d90b,741ac32bfcfaa0969654b4a157119db525a254af6eba1d4a1c9be938abd802d8,1,https://modeldb.science/185328?tab=2&file=Moore2015/HHMkchan.mod,HHMk channel : Hodgkin Huxley Moore k channel Mod,I K,3 - Highly confident,n,y,, 8/9: I K A-type to I KDR,,,,,subtype_4,
4141,251,44595969bc48dd0b0e8b255cfba4b23e1c480e0f8ccdc2bade296fd0b23a07a4,c28bac4efbe6f7a2cb115d6d9afb30c11cbe828b42c5a858e6045c92867b48bd,1,https://modeldb.science/239878?tab=2&file=Biophysical_thalamocortical_system/Geir2011/iahp.mod,Medium duration Ca-dependent potassium current,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4142,252,738b2e784a5c032633d7459661573d66e62a7b371515ddaba3099924b0f43a00,054c63ea91d78a34a45ba34d26c4c5f8910538fd37dfd22682090e54625f6d19,1,https://modeldb.science/187473?tab=2&file=187473/mods/nahh.mod,nahh ,I Na,3 - Highly confident,n,y,,,,,,,subtype_4,
4143,253,10bceb4b8eddc67187dc443dffd5458371258135295d28015925c3b1e77ac1b6,9e7fa8e327d9becc353628be2f3eb695b4891b6183804984066f5a407e9a080a,1,https://modeldb.science/2017143?tab=2&file=Spillover-master/mod/AMPA.mod,simple AMPA receptors,Receptor,3 - Highly confident,n,y,,,,,,,subtype_4,
4144,254,1aa6ab3b48ea9449ecae026dd0e5b01710e8db72e303bd2b5719bde75f8af59c,f3d6e6513f4547f5d8e678f72207ed81afe7438286bf7b40d8acfa3a793121dd,4,https://modeldb.science/257028?tab=2&file=ZhangSantaniello2019/CCTC_model_scaleup/modfiles/pc_Na.mod,non-resurgent sodium channel,I Na,2 - Mildly confident,n,y,,8/9: Updated Confidence toNA General,,,,,subtype_4,
4145,255,285fa3f533c1d6a59160f7873f14eedc5f2ec8d0d61d1aaccf9fc8de5cf28ec7,81d9c87c92b73ca4aaa6e05b7a060ac202c230fff6640eba1c4960c6730e24a7,1,https://modeldb.science/2017143?tab=2&file=Spillover-master/mod/NMDAe.mod,simple NMDA receptors,Receptor,3 - Highly confident,n,y,,,,,,,subtype_4,
4146,256,20a93bf634385aa1970a439d92c7d9a544d0accd83685fed98f765930b1127c9,cda958506de954b11ddc6ebae72d82ae79a4cc0c0d5ddd9c6824cf1b9f619e69,1,https://modeldb.science/266814?tab=2&file=depblock_mdb/CaLHH.mod,calcium channel (L type),I Ca,3 - Highly confident,n,y,,        mhalf = -30.0,,,,,subtype_4,
4147,257,7865dd0c1a1779fc0ed60fe770c71799155724831cd6dc7842268cbf5e33831c,ad98006a7ab2e4560de7fdfebdf81a869032d843afad23204b3fcf8079a01f5a,1,https://modeldb.science/147867?tab=2&file=CA3Atrophy/h.mod,I-h channel from Magee 1998,I H,3 - Highly confident,n,y,,,,,,,subtype_4,
4148,258,fb858adc4275c9f32978476ecb3c0360dbbdf277c2a2afc7f7e5c671093c8d1e,15ce999c509aceddf1b60ced4b4d1a904a737ee7c49455ec9b4a38d8dfef54c0,2,https://modeldb.science/249463?tab=2&file=l5pc_scz/almog/ih.mod,hyperpolarization-activated current (H-current) ,I H,3 - Highly confident,n,y,,,,,,,subtype_4,
4149,259,959858fa73f3f5f0b2c25869dd0deb9d8dc218136a7f8036c2656ba9028282b8,42e97a0e4d74876430a886529c650420fdb50b257e10c1047f30471965913fb2,1,https://modeldb.science/136309?tab=2&file=Munro_Kopell_corticalcontrol/NEURON/kdr_Yu.mod,Potasium dr type current for Yu et al. 2008,I K,3 - Highly confident,n,y,,,,,,,subtype_4,
4150,260,1f871fb7afabb4d58c4add0f78a53dfa47fe23eb94b8f90ddf0c41dc4aff3d60,01deaffe1a35a244be9070a716b0c9ce23016a70c28ecaa0e5748bccecce699a,1,https://modeldb.science/3434?tab=2&file=cdlab/SpikeStats.mod,SpikeStats.mod  Spike Statistics,Neither,2 - Mildly confident,n,y,,,,,,,subtype_4,
4151,261,2b9f06b073685eb7aa5996569ba6b09b1c1bcb4d8f258160062c2918cc098fa9,caa4be3e83e1e89049123ab7e821f272c7df7b39792e5be3580d156942ab916f,1,https://modeldb.science/2001735?tab=2&file=Estimating-slicing-effect-on-spinal-MNs-master/Llva.mod,Motoneuron L-type Calcium channels,I Ca,3 - Highly confident,n,y,,complex,,,,,subtype_4,
